/* DATA DESCRIPTION:
Citation:	Hepworth, Ehlke; Vichi, Marcello; Engelbrecht, Martinique; Kaplan, Kelsey; Sandru, Andrei; Bossau, Jesslyn; Pranlall, Sejal; de Jager, Wayne; Rogerson, Jonathan James (2020): Sea Ice Observations in the Antarctic Marginal Ice Zone during Spring 2019. PANGAEA, https://doi.org/10.1594/PANGAEA.921755
Abstract:	Using the Antarctic Sea Ice Processes and Climate (ASPeCt) protocol, Antarctic sea ice observations were conducted aboard the the SA Agulhas II in November and October 2019. These sea ice observations took place during the Southern oCean seAsonaL Experiment (SCALE) research expedition, lead by chief scientist Dr Thomas Ryan-Keogh. This SCALE expedition started on 12 October 2019 and ended on 27 November 2019.
Coverage:	MEDIAN LATITUDE: -58.391553 * MEDIAN LONGITUDE: 8.775514 * SOUTH-BOUND LATITUDE: -59.731944 * WEST-BOUND LONGITUDE: -0.251111 * NORTH-BOUND LATITUDE: -54.775278 * EAST-BOUND LONGITUDE: 24.178056
	DATE/TIME START: 2019-10-22T08:00:00 * DATE/TIME END: 2019-11-08T23:00:00
Event(s):	AGULII201910-track * LATITUDE START: -55.933611 * LONGITUDE START: 0.038333 * LATITUDE END: -56.018889 * LONGITUDE END: -0.122222 * DATE/TIME START: 2019-10-22T08:00:00 * DATE/TIME END: 2019-11-08T23:00:00 * CAMPAIGN: AGULII201910 (SCALE) * BASIS: S. A. Agulhas II (URI: https://en.wikipedia.org/wiki/S._A._Agulhas_II) * METHOD/DEVICE: Underway cruise track measurements (CT)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Hepworth, Ehlke (djnehl001@myuct.ac.za)
	LATITUDE (Latitude) * GEOCODE * PI: Hepworth, Ehlke (djnehl001@myuct.ac.za)
	LONGITUDE (Longitude) * GEOCODE * PI: Hepworth, Ehlke (djnehl001@myuct.ac.za)
	Ice concentration [tenths] (Ice conc) * PI: Hepworth, Ehlke (djnehl001@myuct.ac.za) * METHOD/DEVICE: Sea ice observation according to ASPeCt protocol (URI: hdl:10013/epic.40380.d013) * COMMENT: total
	Ice concentration [tenths] (Ice conc) * PI: Hepworth, Ehlke (djnehl001@myuct.ac.za) * METHOD/DEVICE: Sea ice observation according to ASPeCt protocol (URI: hdl:10013/epic.40380.d013) * COMMENT: primary sea ice
	Ice type [code] (Ice type) * PI: Hepworth, Ehlke (djnehl001@myuct.ac.za) * METHOD/DEVICE: Sea ice observation according to ASPeCt protocol (URI: hdl:10013/epic.40380.d013) * COMMENT: primary sea ice
	Sea ice thickness [m] (EsEs) * PI: Hepworth, Ehlke (djnehl001@myuct.ac.za) * METHOD/DEVICE: Sea ice observation according to ASPeCt protocol (URI: hdl:10013/epic.40380.d013) * COMMENT: primary sea ice
	Floe size [code] (Floe size) * PI: Hepworth, Ehlke (djnehl001@myuct.ac.za) * METHOD/DEVICE: Sea ice observation according to ASPeCt protocol (URI: hdl:10013/epic.40380.d013) * COMMENT: primary sea ice
	Snow thickness [m] (Snow thick) * PI: Hepworth, Ehlke (djnehl001@myuct.ac.za) * METHOD/DEVICE: Sea ice observation according to ASPeCt protocol (URI: hdl:10013/epic.40380.d013) * COMMENT: primary sea ice
	Ice concentration [tenths] (Ice conc) * PI: Hepworth, Ehlke (djnehl001@myuct.ac.za) * METHOD/DEVICE: Sea ice observation according to ASPeCt protocol (URI: hdl:10013/epic.40380.d013) * COMMENT: secondary sea ice
	Ice type [code] (Ice type) * PI: Hepworth, Ehlke (djnehl001@myuct.ac.za) * METHOD/DEVICE: Sea ice observation according to ASPeCt protocol (URI: hdl:10013/epic.40380.d013) * COMMENT: secondary sea ice
	Floe size [code] (Floe size) * PI: Hepworth, Ehlke (djnehl001@myuct.ac.za) * METHOD/DEVICE: Sea ice observation according to ASPeCt protocol (URI: hdl:10013/epic.40380.d013) * COMMENT: secondary sea ice
	Ice concentration [tenths] (Ice conc) * PI: Hepworth, Ehlke (djnehl001@myuct.ac.za) * METHOD/DEVICE: Sea ice observation according to ASPeCt protocol (URI: hdl:10013/epic.40380.d013) * COMMENT: tertiary sea ice
	Ice type [code] (Ice type) * PI: Hepworth, Ehlke (djnehl001@myuct.ac.za) * METHOD/DEVICE: Sea ice observation according to ASPeCt protocol (URI: hdl:10013/epic.40380.d013) * COMMENT: tertiary sea ice
	Comment (Comment) * PI: Hepworth, Ehlke (djnehl001@myuct.ac.za) * METHOD/DEVICE: Sea ice observation according to ASPeCt protocol (URI: hdl:10013/epic.40380.d013)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Size:	1300 data points
*/
Date/Time	Latitude	Longitude	Ice conc [tenths] (total)	Ice conc [tenths] (primary sea ice)	Ice type [code] (primary sea ice)	EsEs [m] (primary sea ice)	Floe size [code] (primary sea ice)	Snow thick [m] (primary sea ice)	Ice conc [tenths] (secondary sea ice)	Ice type [code] (secondary sea ice)	Floe size [code] (secondary sea ice)	Ice conc [tenths] (tertiary sea ice)	Ice type [code] (tertiary sea ice)	Comment
2019-11-02T00:00	-58.77694	19.179167	9	8	60	0.30	400	0.20	1	90	300			
2019-11-02T01:00	-58.70889	19.411667	10	10	30	0.30	100	0.10						
2019-11-02T02:00	-58.61500	19.550278	10	9	60	0.40	400	0.10	1	90	300			
2019-11-02T03:00	-58.51278	19.842500	9	9	60	0.40	400	0.10						
2019-11-02T04:00	-58.52778	20.104444	9	8	60	0.40	400	0.20	1	90	300			
2019-11-02T05:00	-58.56389	20.296667	10	9	60	0.40	400	0.10	1	90	300			
2019-11-02T06:00	-58.50917	20.451667	9	9	30	0.30	100	0.20						
2019-11-02T07:00	-58.53250	20.616944	9	9	60	0.40	400	0.20						
2019-11-02T08:00	-58.61194	20.805278	9	9	30	0.40	100	0.10						
2019-11-02T09:00	-58.73556	21.054444	9	9	30	0.45	100	0.10						
2019-11-02T10:00	-58.82083	20.983889	10	10	30	0.50	100	0.20						
2019-11-02T11:00	-58.90639	21.065000	9	7	60	0.50	400	0.20	1	90	300			
2019-11-02T12:00	-58.93278	21.188056	10	10	60	0.80	400	0.20						
2019-11-02T13:00	-58.97139	21.116944												
2019-11-02T14:00	-58.73333	21.359444												
2019-11-02T15:00	-58.67361	21.291944	0											
2019-11-02T16:00	-58.78889	21.176667	0											
2019-11-02T17:00	-58.63722	21.261111	8	8	60	0.50	400	0.10						
2019-11-02T18:00	-58.71167	21.190278	0											
2019-11-02T19:00	-58.81083	21.266667	0											
2019-11-02T20:00	-58.64972	21.386389	0											
2019-11-02T21:00	-58.85722	21.333889	10	9	60	0.30	400	0.10	1	90	300			
2019-11-02T22:00	-58.82639	21.725000	10	9	60	0.40	400	0.20	1	90	300			
2019-11-02T23:00	-58.66000	21.854167	10	9	60	0.40	400	0.20						
2019-11-03T00:00	-58.80972	21.927778	9	9	60	0.45	400							
2019-11-03T01:00	-58.75667	22.182222	10	10	60	0.40	400							
2019-11-03T02:00	-58.61806	22.011944	0											
2019-11-03T03:00	-58.68417	22.215278	0											
2019-11-03T04:00	-58.61417	22.206111	0											
2019-11-03T05:00	-58.59639	21.978333	0											
2019-11-03T06:00	-58.70167	22.109167	0											Just slowly drifting around with the ice field.
2019-11-03T07:00	-58.61250	22.033889	0											
2019-11-03T08:00	-58.58444	22.195556	0											
2019-11-03T09:00	-58.47667	21.986944	0											
2019-11-03T10:00	-58.64417	22.021667	0											
2019-11-03T11:00	-58.55778	22.211667	0											
2019-11-03T12:00	-58.61194	22.195278	0											
2019-11-03T13:00	-58.65417	22.119722	0											
2019-11-03T14:00	-58.48472	22.332222	0											
2019-11-03T15:00	-58.54250	22.658056	0											
2019-11-03T16:00	-58.21778	22.789722	0											
2019-11-03T17:00	-58.08528	22.973333	9	2	30		100	0.00	2	90	300	5	10	
2019-11-03T18:00	-58.12694	23.396389	0											
2019-11-03T19:00	-57.90889	23.631389	3	3	30	0.20	100	0.10						
2019-11-03T20:00	-57.68167	23.879722	0											
2019-11-03T21:00	-57.72889	24.178056	10	8	60	0.40	400	0.20	2	90	300			
2019-11-03T22:00	-57.49611	24.101111	10	9	30	0.50	100	0.20	1	90	300			
2019-11-03T23:00	-57.17000	24.128333	0											
2019-11-04T00:00	-57.17667	24.174444	0											Ice bands continue. Ship is stationary for station. Next to an ice band.
2019-11-04T01:00	-57.17806	24.176944	0											
2019-11-04T02:00	-57.17806	24.177222	0											
2019-11-04T03:00	-57.17806	24.176944	0											
2019-11-04T04:00	-57.17833	24.177222	0											
2019-11-04T05:00	-57.40500	24.059444	0											
2019-11-04T06:00	-57.40472	24.059722	0											
2019-11-04T07:00	-57.38028	23.880000	0											
2019-11-04T08:00	-57.22583	23.648611	0											
2019-11-04T09:00	-57.08667	23.306667	0											
2019-11-04T10:00	-57.20917	23.058889	0											
2019-11-04T11:00	-57.12500	22.551667	0											
2019-11-04T12:00	-57.02750	22.226667	10	8	60	0.40	4	0.10	2	90	300			
2019-11-04T13:00	-56.97417	22.396111	0											
2019-11-04T14:00	-56.95028	22.123333	0											
2019-11-04T15:00	-56.98083	21.789444	10	10	90	0.60	300	0.20						
2019-11-04T16:00	-56.86278	21.323333	10	10	90	0.40	300	0.10						
2019-11-04T17:00	-56.79306	20.945278	0											
2019-11-04T18:00	-56.85778	20.694722	0											
2019-11-04T19:00	-56.68611	20.313333	0											
2019-11-04T20:00	-56.70694	20.111389	0											
2019-11-04T21:00	-56.71806	19.839722	0											
2019-11-04T22:00	-56.73361	19.437500	0											
2019-11-04T23:00	-56.71028	19.358333	0											
2019-11-07T00:00	-55.01333	7.213611	0											
2019-11-07T01:00	-55.01361	7.213333	0											
2019-11-07T02:00	-55.22667	6.899444	0											
2019-11-07T03:00	-55.08167	6.674444	0											
2019-11-07T04:00	-54.95167	6.250000	0											
2019-11-07T05:00	-55.04306	5.899722	0											
2019-11-07T06:00	-55.02056	5.465556	0											
2019-11-07T07:00	-54.86222	5.222500	0											
2019-11-07T08:00	-54.77528	4.823056	0											
2019-11-07T09:00	-54.81083	4.586111	0											Stopping ice observations doesn?t seem to be more ice for now.
2019-11-07T10:00	-54.79611	4.408056												
2019-11-07T11:00	-54.89056	4.269722												
2019-11-07T12:00	-55.15556	4.244167												
2019-11-07T13:00	-55.18389	4.000833												One band of ice
2019-11-07T14:00	-55.34194	3.918333												
2019-11-07T15:00	-55.73889	3.823056												
2019-11-07T16:00	-55.81167	3.761944												
2019-11-07T17:00	-56.03000	3.895833												
2019-11-07T18:00	-56.26028	3.842222												
2019-11-07T19:00	-56.48667	4.096111												
2019-11-07T20:00	-56.53306	4.076111	2	2	90	0.30	300	0.00						one floe was 40 m
2019-11-07T21:00	-56.72917	3.958889	9	9	40	0.10	500							
2019-11-07T22:00	-56.64750	4.066667	0											Stopped for glider collection
2019-11-07T23:00	-56.71000	3.952222	10	90	60	0.20	400	0.10	1	90	300			
2019-11-08T00:00	-56.64111	3.562500	0											small polynya for 3 minutes
2019-11-08T01:00	-56.65167	3.394444	9	8	60	0.30	600	0.10	1	90	300			
2019-11-08T02:00	-56.65778	3.050000	8	8	60	0.30	600	0.05						
2019-11-08T03:00	-56.61222	2.983056	7	7	60	0.30	600	0.10						
2019-11-08T04:00	-56.63667	2.908056	10	10	60	0.40	600	0.10						
2019-11-08T05:00	-56.58417	2.526111	9	8	60	0.40	600	0.10	1	90	300			
2019-11-08T06:00	-56.47028	2.405278	10	10	60	0.55	600	0.08						
2019-11-08T07:00	-56.37028	2.309167	10	10	60	0.45	600	0.08						
2019-11-08T08:00	-56.29944	2.008333	10	10	60	0.40	600	0.05						
2019-11-08T09:00	-56.29611	1.763056	9	9	60	0.40	600	0.05						
2019-11-08T10:00	-56.23250	1.618056	8	8	90	0.40	300	0.15						
2019-11-08T11:00	-56.37111	1.483889	7	4	60	0.35	600	0.10	3	90	300			
2019-11-08T12:00	-56.34000	1.178889	8	8	90	0.50	300	0.10						
2019-11-08T13:00	-56.29167	0.892778	1	1	11									
2019-11-08T14:00	-56.09222	0.466944	0											
2019-11-08T15:00	-56.15278	0.406944	3	3	90		300							
2019-11-08T16:00	-56.19528	-0.066667	0											
2019-11-08T17:00	-56.22889	0.214722												stopped for  a station
2019-11-08T18:00	-56.00472	0.264444												
2019-11-08T19:00	-56.06306	0.191667												
2019-11-08T20:00	-56.19639	0.063056												
2019-11-08T21:00	-56.10667	-0.180278												
2019-11-08T22:00	-56.08278	-0.201667												
2019-11-08T23:00	-56.01889	-0.122222												
